Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Exchange
CBSH,"Commerce Bancshares, Inc.",58.05,$6.47B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,,NASDAQ
CBSHP,"Commerce Bancshares, Inc.",25.15,$2.3B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,,NASDAQ
CVGI,"Commercial Vehicle Group, Inc.",5.99,$185.06M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi,,NASDAQ
COMM,"CommScope Holding Company, Inc.",16.8,$3.23B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,,NASDAQ
JCS,"Communications Systems, Inc.",2.4712,$22.63M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs,,NASDAQ
ESXB,Community Bankers Trust Corporation.,7.98,$176.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb,,NASDAQ
CFBI,"Community First Bancshares, Inc.",10.92,$82.32M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi,,NASDAQ
CYHHZ,"Community Health Systems, Inc.",0.0012,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyhhz,,NASDAQ
CTBI,"Community Trust Bancorp, Inc.",40.73,$722.25M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi,,NASDAQ
CWBC,Community West Bancshares,10.65,$88.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc,,NASDAQ
CVLT,"Commvault Systems, Inc.",56.73,$2.63B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,,NASDAQ
CGEN,Compugen Ltd.,3.04,$173.88M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,,NASDAQ
CPSI,"Computer Programs and Systems, Inc.",25.43,$358.21M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi,,NASDAQ
CTG,"Computer Task Group, Incorporated",4.32,$61.69M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,,NASDAQ
SCOR,"comScore, Inc.",15.57,$917.18M,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor,,NASDAQ
CHCI,"Comstock Holding Companies, Inc.",1.82,$7.1M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci,,NASDAQ
CMTL,Comtech Telecommunications Corp.,25.63,$612.71M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl,,NASDAQ
CNAT,Conatus Pharmaceuticals Inc.,1.52,$50.38M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat,,NASDAQ
CNCE,"Concert Pharmaceuticals, Inc.",13.5,$316.3M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce,,NASDAQ
BBCP,"Concrete Pumping Holdings, Inc. ",9.9,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bbcp,,NASDAQ
BBCPW,"Concrete Pumping Holdings, Inc. ",0.66,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bbcpw,,NASDAQ
CFMS,"ConforMIS, Inc.",0.52,$32.9M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms,,NASDAQ
CNFR,"Conifer Holdings, Inc.",5.04,$43.36M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr,,NASDAQ
CNFRL,"Conifer Holdings, Inc.",24.75,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl,,NASDAQ
CNMD,CONMED Corporation,63.74,$1.79B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,,NASDAQ
CTWS,"Connecticut Water Service, Inc.",68.56,$826.13M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws,,NASDAQ
CNOB,"ConnectOne Bancorp, Inc.",18.75,$604.5M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob,,NASDAQ
CONN,"Conn&#39;s, Inc.",19.93,$632.34M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn,,NASDAQ
CNSL,"Consolidated Communications Holdings, Inc.",11.23,$800.14M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl,,NASDAQ
CWCO,Consolidated Water Co. Ltd.,12.14,$181.67M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,,NASDAQ
CNAC,Constellation Alpha Capital Corp.,10.21,$189.19M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac,,NASDAQ
CNACR,Constellation Alpha Capital Corp.,0.15,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr,,NASDAQ
CNACU,Constellation Alpha Capital Corp.,10.32,$191.23M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu,,NASDAQ
CNACW,Constellation Alpha Capital Corp.,0.1,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw,,NASDAQ
CNST,"Constellation Pharmaceuticals, Inc.",6.08,$156.77M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst,,NASDAQ
ROAD,"Construction Partners, Inc.",8.34,$428.8M,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road,,NASDAQ
CPSS,"Consumer Portfolio Services, Inc.",3.41,$77.03M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss,,NASDAQ
CFRX,ContraFect Corporation,2.08,$165.17M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx,,NASDAQ
CTRV,ContraVir Pharmaceuticals Inc.,0.4397,$7.19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv,,NASDAQ
CTRL,Control4 Corporation,18.29,$488.49M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl,,NASDAQ
CVON,"ConvergeOne Holdings, Inc.",12.44,$990.77M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvon,,NASDAQ
AWSM,Cool Holdings Inc.,1.5,$11.69M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm,,NASDAQ
CPRT,"Copart, Inc.",48.04,$11.24B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,,NASDAQ
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.51,$372.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,,NASDAQ
CORT,Corcept Therapeutics Incorporated,16.11,$1.86B,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort,,NASDAQ
CORE,"Core-Mark Holding Company, Inc.",24.76,$1.13B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core,,NASDAQ
CSOD,"Cornerstone OnDemand, Inc.",52.51,$3.08B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,,NASDAQ
CORV,Correvio Pharma Corp.,3.64,$128.81M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv,,NASDAQ
CRVL,CorVel Corp.,64.26,$1.2B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl,,NASDAQ
CRVS,"Corvus Pharmaceuticals, Inc.",5.26,$154.02M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs,,NASDAQ
CSGP,"CoStar Group, Inc.",357.48,$13.02B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,,NASDAQ
COST,Costco Wholesale Corporation,207.06,$90.74B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,,NASDAQ
CPAH,CounterPath Corporation,1.429,$8.53M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah,,NASDAQ
ICBK,"County Bancorp, Inc.",20.44,$136.89M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk,,NASDAQ
COUP,Coupa Software Incorporated,64.53,$3.84B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,,NASDAQ
CVTI,"Covenant Transportation Group, Inc.",18.77,$344.36M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,,NASDAQ
COWN,Cowen Inc.,13.54,$394.56M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,,NASDAQ
COWNL,Cowen Inc.,24.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl,,NASDAQ
COWNZ,Cowen Inc.,24.7093,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz,,NASDAQ
PMTS,CPI Card Group Inc.,2.89,$32.25M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts,,NASDAQ
CPSH,CPS Technologies Corp.,1.27,$16.77M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,,NASDAQ
CRAI,"CRA International,Inc.",44.49,$360.42M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,,NASDAQ
CBRL,"Cracker Barrel Old Country Store, Inc.",171.43,$4.12B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,,NASDAQ
BREW,"Craft Brew Alliance, Inc.",15.59,$302.16M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew,,NASDAQ
CRAY,Cray Inc,23.14,$944.96M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray,,NASDAQ
CREX,"Creative Realities, Inc.",3.0552,$9.05M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex,,NASDAQ
CREXW,"Creative Realities, Inc.",0.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw,,NASDAQ
CACC,Credit Acceptance Corporation,381.15,$7.36B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,,NASDAQ
DGLD,Credit Suisse AG,51.7468,$18.32M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,,NASDAQ
DSLV,Credit Suisse AG,33.54,$15.56M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv,,NASDAQ
GLDI,Credit Suisse AG,8.36,$113.07M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,,NASDAQ
SLVO,Credit Suisse AG,6.61,$5.62M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo,,NASDAQ
TVIX,Credit Suisse AG,53.57,$505.34M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix,,NASDAQ
UGLD,Credit Suisse AG,86.41,$131.91M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,,NASDAQ
USLV,Credit Suisse AG,62.23,$245.14M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv,,NASDAQ
USOI,Credit Suisse AG,21.17,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi,,NASDAQ
VIIX,Credit Suisse AG,17.14,$24.32M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix,,NASDAQ
ZIV,Credit Suisse AG,62.94,$95.23M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,,NASDAQ
CREE,"Cree, Inc.",43.52,$4.46B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,,NASDAQ
CRESY,Cresud S.A.C.I.F. y A.,12.06,$864.79M,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy,,NASDAQ
CRNX,"Crinetics Pharmaceuticals, Inc.",33.58,$807.16M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx,,NASDAQ
CRSP,CRISPR Therapeutics AG,32.69,$1.7B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,,NASDAQ
CRTO,Criteo S.A.,23.58,$1.59B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto,,NASDAQ
CROX,"Crocs, Inc.",25.39,$1.7B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,,NASDAQ
CRON,Cronos Group Inc.,11.28,$2.02B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,,NASDAQ
CCRN,"Cross Country Healthcare, Inc.",7.86,$284.93M,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn,,NASDAQ
CRWS,"Crown Crafts, Inc.",5.88,$59.37M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,,NASDAQ
CYRX,"CryoPort, Inc.",9.15,$267.54M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx,,NASDAQ
CYRXW,"CryoPort, Inc.",6.05,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw,,NASDAQ
CSGS,"CSG Systems International, Inc.",33.4,$1.11B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs,,NASDAQ
CCLP,CSI Compressco LP,3.48,$156.06M,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp,,NASDAQ
CSPI,CSP Inc.,10.4,$41.78M,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi,,NASDAQ
CSWI,"CSW Industrials, Inc.",50.22,$766.9M,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi,,NASDAQ
CSX,CSX Corporation,65.83,$55.59B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,,NASDAQ
CTIC,CTI BioPharma Corp.,1.245,$72.2M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic,,NASDAQ
CTIB,CTI Industries Corporation,3.4218,$12.08M,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib,,NASDAQ
CTRP,"Ctrip.com International, Ltd.",28.18,$15.24B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,,NASDAQ
CUE,"Cue Biopharma, Inc.",5.27,$106.1M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue,,NASDAQ
CUI,"CUI Global, Inc.",1.55,$44.25M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui,,NASDAQ
CPIX,Cumberland Pharmaceuticals Inc.,6,$93.17M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix,,NASDAQ
CMLS,Cumulus Media Inc.,10.75,$177.21M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls,,NASDAQ
CRIS,"Curis, Inc.",0.8399,$27.81M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris,,NASDAQ
CUTR,"Cutera, Inc.",16.52,$229.69M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr,,NASDAQ
CVBF,CVB Financial Corporation,20.69,$2.9B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,,NASDAQ
CVV,CVD Equipment Corporation,3.89,$25.31M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv,,NASDAQ
CYAN,Cyanotech Corporation,3.43,$20.02M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan,,NASDAQ
CYBR,CyberArk Software Ltd.,73.97,$2.63B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,,NASDAQ
CYBE,CyberOptics Corporation,19.26,$136.33M,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe,,NASDAQ
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.84,$10.5M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc,,NASDAQ
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.25,$2.1M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp,,NASDAQ
CBAY,CymaBay Therapeutics Inc.,8.66,$514.74M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay,,NASDAQ
CY,Cypress Semiconductor Corporation,12.74,$4.61B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,,NASDAQ
CYRN,CYREN Ltd.,2.52,$135.41M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn,,NASDAQ
CONE,CyrusOne Inc,59.33,$6.28B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,,NASDAQ
CYTK,"Cytokinetics, Incorporated",7.7,$421.27M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk,,NASDAQ
CTMX,"CytomX Therapeutics, Inc.",14.77,$664.75M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx,,NASDAQ
CYTX,Cytori Therapeutics Inc.,0.322,$4.25M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx,,NASDAQ
CYTXW,Cytori Therapeutics Inc.,0.005,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxw,,NASDAQ
CYTXZ,Cytori Therapeutics Inc.,0.003,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz,,NASDAQ
CTSO,Cytosorbents Corporation,9.07,$287.08M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso,,NASDAQ
CYTR,CytRx Corporation,0.4679,$15.74M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr,,NASDAQ
DJCO,Daily Journal Corp. (S.C.),229,$316.19M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco,,NASDAQ
DAKT,"Daktronics, Inc.",8.18,$366.96M,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt,,NASDAQ
DARE,"Dare Bioscience, Inc.",0.7495,$8.56M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare,,NASDAQ
DRIO,DarioHealth Corp.,0.7299,$18.93M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,,NASDAQ
DRIOW,DarioHealth Corp.,0.06,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow,,NASDAQ
DZSI,"DASAN Zhone Solutions, Inc.",12.39,$205.37M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,,NASDAQ
DSKE,"Daseke, Inc.",3.35,$215.92M,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske,,NASDAQ
DSKEW,"Daseke, Inc.",0.16,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew,,NASDAQ
DAIO,Data I/O Corporation,5.51,$46.51M,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio,,NASDAQ
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",45.65,$1.76B,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,,NASDAQ
DTEA,DAVIDsTEA Inc.,1.67,$43.41M,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea,,NASDAQ
DFNL,Davis Select Financial ETF,21.65,$143.97M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl,,NASDAQ
DINT,Davis Select International ETF,15.43,$65.58M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint,,NASDAQ
DUSA,Davis Select U.S. Equity ETF,21.3662,$134.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa,,NASDAQ
DWLD,Davis Select Worldwide ETF,21.07,$212.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld,,NASDAQ
DWSN,Dawson Geophysical Company,3.54,$81.22M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn,,NASDAQ
DBVT,DBV Technologies S.A.,15.26,$919.12M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,,NASDAQ
DDMX,DD3 Acquisition Corp.,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx,,NASDAQ
DDMXU,DD3 Acquisition Corp.,9.99,$72.62M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu,,NASDAQ
DDMXW,DD3 Acquisition Corp.,0.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw,,NASDAQ
DCPH,"Deciphera Pharmaceuticals, Inc.",26.21,$987.1M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph,,NASDAQ
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.5,$216.59M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg,,NASDAQ
TACO,"Del Taco Restaurants, Inc.",10.07,$380.29M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco,,NASDAQ
TACOW,"Del Taco Restaurants, Inc.",1.3,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow,,NASDAQ
DMPI,"DelMar Pharmaceuticals, Inc.",0.4501,$10.16M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi,,NASDAQ
DELT,Delta Technology Holdings Limited,1.01,$12.94M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/delt,,NASDAQ
DNLI,Denali Therapeutics Inc.,20.77,$1.97B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli,,NASDAQ
DENN,Denny&#39;s Corporation,16.58,$1.04B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn,,NASDAQ
XRAY,DENTSPLY SIRONA Inc.,36.97,$8.23B,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,,NASDAQ
DERM,"Dermira, Inc.",9.89,$416.58M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm,,NASDAQ
DEST,Destination Maternity Corporation,2.4,$34.67M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest,,NASDAQ
DXLG,"Destination XL Group, Inc.",2.27,$112.32M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg,,NASDAQ
DSWL,"Deswell Industries, Inc.",3.03,$48.13M,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl,,NASDAQ
DTRM,"Determine, Inc. ",0.4601,$6.93M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtrm,,NASDAQ
DXCM,"DexCom, Inc.",120.66,$10.72B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,,NASDAQ
DFBH,DFB Healthcare Acquisitions Corp.,9.82,$306.88M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh,,NASDAQ
DFBHU,DFB Healthcare Acquisitions Corp.,10.1,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu,,NASDAQ
DFBHW,DFB Healthcare Acquisitions Corp.,1.23,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw,,NASDAQ
DHXM,DHX Media Ltd.,2.14,$288.62M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm,,NASDAQ
DMAC,DiaMedica Therapeutics Inc.,3.54,$27.81M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmac,,NASDAQ
DHIL,"Diamond Hill Investment Group, Inc.",153.13,$537.72M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil,,NASDAQ
FANG,"Diamondback Energy, Inc.",92.71,$15.21B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang,,NASDAQ
DCIX,Diana Containerships Inc.,0.71,$10.27M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dcix,,NASDAQ
DRNA,"Dicerna Pharmaceuticals, Inc.",12.15,$762.19M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna,,NASDAQ
DFFN,Diffusion Pharmaceuticals Inc.,2.86,$9.66M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn,,NASDAQ
DGII,Digi International Inc.,11.24,$308.74M,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii,,NASDAQ
DMRC,Digimarc Corporation,18.11,$215.26M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,,NASDAQ
DRAD,Digirad Corporation,0.6129,$12.4M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad,,NASDAQ
